timestamp,temp_0,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,hum_0,hum_1,hum_2,hum_3,hum_4,hum_5,hum_6,hum_7,hum_8,hum_9,label
0,76.18030043991466,76.04181038940358,74.69607750656166,76.0114344671435,76.96460166005281,76.69222354359808,76.75501844565869,75.95934472563668,75.73487412134376,77.27515644766717,18.70545700468324,20.288255374985006,20.026760658753656,22.623525329912816,21.6429160127433,17.10957405606434,17.3249849638485,20.857910933536846,19.571416002640245,18.78974772949105,alto
0,80.31886975559685,79.69298695563047,79.52986677449617,81.48098734232211,78.69632568432813,80.46136931622814,79.41452744699004,79.60558603934442,79.62052666747758,79.23146151419975,25.751557174071337,27.39039594549877,25.54913607609218,24.815872746023047,22.636227755400363,25.64275928524776,28.921808017057455,23.847719506008673,23.857141594895126,23.486930491636862,alto
0,28.676784015366216,28.17949857241812,29.000792854953183,31.2488309219091,29.154609052205814,28.609799970888453,29.598064921408174,29.24677402959374,29.196699312187846,29.346104194398908,49.28211173231785,42.90724773200694,46.116288756281676,43.31626234269569,46.28004989534326,43.33165157968658,44.334290975448596,44.578844774182954,47.120658041348186,47.00593349054359,bajo
0,44.35031240265878,43.77239955034071,42.656036574258636,41.98592679970916,44.92983536930239,42.91852227391409,42.88229096023286,42.8518474570145,43.029615335316784,42.75565919716335,39.72449295973852,39.77809909101821,40.806310433067,39.784967431231465,39.44612540814467,41.084677428882785,40.361862538657284,43.87980295066437,35.56987735671297,43.054830677343915,bajo
0,81.03837794757354,80.00594097727242,78.82152734654858,79.59261239624335,78.79690749946221,80.20601068200187,78.61069396467276,79.45162325736895,78.88825602579638,79.79318603493948,14.036406591326827,15.12261415210287,14.813791055535074,12.795771890154121,16.022844072660387,14.671558641916112,12.792031929870541,19.250943058013927,15.721950279036593,14.462568838803731,alto
0,50.90866356413708,50.129057585366674,49.34667793439757,49.99820772054758,50.061339049377644,48.7254607194452,48.52364491425823,49.239133160267514,49.86592760949015,49.28786702881453,57.72448661488602,59.27283069136632,60.730533852079255,60.72714837061635,64.82356393284762,58.106503694470014,61.88965806293976,63.85670579592459,65.4213790701136,60.069684732900086,medio
0,66.56711641631051,63.75762966237946,64.2665589470459,66.36646727380788,65.09740050807072,64.78153536127931,64.31558320308929,64.87489863145048,64.19701656594671,66.99178741087175,20.383572732254887,20.312543752690598,21.604598186551698,22.353135174749173,22.320221149325313,22.575688724031178,19.16675373463432,19.83271122630231,21.966508147100583,19.373666712936796,alto
0,73.14253890300493,71.8025927297893,72.61085046678214,71.912975399214,72.4666270636762,73.03439266916274,71.33927929967568,71.77696584410906,72.46886063138018,74.2421574903308,18.466240916714675,24.27288811304217,24.201466948398675,19.99799803964515,19.596315288648533,18.80848994371895,20.056215280382993,17.379181475929215,20.040142306407137,23.186380888750044,alto
0,45.396780866996934,46.49427547873515,45.835258716035945,46.22502979944267,45.026653493479934,44.6878606875519,45.89748061232601,45.556637158298116,46.31286198065706,45.747787480563865,74.11606308856615,70.4591473502144,77.4827862893254,73.37742844003282,75.10108635077529,72.03372906965764,74.32193221453157,71.1002228830474,74.61004808661623,72.99396424132522,medio
0,60.91242031798239,61.22334191969284,61.67611918962239,62.338925426938474,61.305038183467076,60.18677331765103,61.998568154420006,61.92852405016957,59.77107010975247,61.32151373031936,71.64364806578722,73.49462953214368,73.01831387322221,76.44246112363177,75.05759207549218,72.25274972563575,76.58406365306249,71.95632007929098,75.4841593080897,73.1959103885647,medio
0,40.779595245659394,41.678828337927456,40.963584214200715,39.878550083537135,40.96077840051802,42.36598637398439,42.00021533340777,40.953098753487176,41.763861382626466,40.709496344685554,56.27579075529825,57.83460195269258,62.80931146596809,59.13554776529308,59.19676597020165,59.08385753640193,63.4918071080977,62.935451759675814,64.12109439584796,59.365443508151586,bajo
0,69.773469947601,67.36917009573767,68.06441858947169,70.05139486340981,68.3615234570673,67.65773152391341,68.88489170546707,68.3293206616653,68.04093825094229,67.83293780679797,25.077352538230173,19.037501526610015,15.689470606312533,22.528024844989357,20.76274713719943,18.00767246493871,17.674367149606002,20.88755091929475,19.046768671999377,15.688649690088084,alto
0,23.425770536584135,22.719660089634253,21.395661282527065,23.69828479505778,23.191837698410712,22.680688904765322,22.033823462910565,21.447459352611645,21.91724532113359,23.08600963775378,40.387531193205554,39.704845637880716,35.64065973776379,34.379123714758315,36.90013107515875,33.081479850210634,37.2646940097059,36.323153408739,35.686285577599854,33.42895244680275,bajo
0,24.011007482289674,22.960759864182695,24.86555725594395,25.667876982599886,26.186693742462214,24.85595525300283,24.897343056978347,26.149604930075746,23.730690982914812,24.91566772252474,32.92149803610932,33.439087698829276,31.52103686987744,32.60953227967089,27.563995549433226,31.22415343159151,33.44766768136814,30.576062187749848,32.6586186994384,33.4343952578646,bajo
0,71.20739572781942,72.63647013570318,72.01569335993557,71.72341559867947,72.79857491758234,71.60071960033311,71.92636772816168,73.2059110916589,73.31784260825049,73.34444729981823,19.737084250360812,22.762741614197576,18.403430148691278,18.487530054784514,15.600424098979914,23.647072208025694,18.57337610607648,20.048270644734515,18.480687120372068,21.691666300888915,alto
0,39.22963708393639,38.590209788315356,38.21443952600858,37.45118271993148,39.3010033111093,37.7694410561799,39.09755863282259,38.81052470040375,39.564597493620106,38.779646873677656,34.972776598073374,37.09541357934415,36.30178822893579,36.26398408513312,36.570207350384614,32.560527924353345,37.14524953074152,36.85660975879476,33.59830591361457,35.143511223419154,bajo
0,63.50949795224158,63.8454791319254,63.28247753422195,64.92944406186201,63.79848352174031,65.19625256391168,65.25704640824347,63.96921135603334,63.22728914177286,62.365329825624066,61.851738594044235,62.0481430903005,67.55275199502083,65.02746191455171,65.57502178828179,60.35497072222756,62.399879881663296,66.56997229299039,65.36936096486299,64.50140218272662,medio
0,24.0548645772297,24.7917842397047,23.261563705565337,24.88833848275899,24.520248453249327,24.97795065592439,24.7150899996424,25.62727103636975,24.636138294509,24.19243425949047,45.99949651607637,46.841497568084584,45.85262165066322,45.83608489241957,44.35091813439829,44.42909967490991,42.94969096641242,49.25405499638568,43.26717503922924,44.36909111441999,bajo
0,22.105977690072788,23.216378569066926,22.02288901173801,22.44849956173437,21.236687302217078,22.4292478025007,21.936886712730942,22.875186121278475,23.036510965986384,24.158253038349475,57.631757398647316,57.1240836853845,56.86125965537484,55.76615846659879,57.14945873914355,55.88168823194211,56.80941300475939,59.10768612343608,54.45940592166088,58.752248174478254,bajo
0,42.72012294003542,43.92422835423249,43.7514623238557,44.01226156849177,43.84963547241151,45.58254066921397,43.1081085698842,43.1935029932838,43.11978813614544,43.17391886195705,42.74727108288306,46.4000783997112,46.8630538334758,42.88055274999714,42.357334191287634,44.9648764502689,42.91759924893415,45.28790897300712,44.4278913791987,40.99055710750163,bajo
0,22.264721360759893,22.204192672586828,23.012849979983088,23.771304501741305,22.039737167015616,22.90173850207671,23.19544782246279,23.406879108008848,22.993547866420112,22.558772350931676,32.882224420750596,34.709692628140786,32.393126838076824,28.694703895058822,35.41052447036337,36.34527454422042,29.81153999096436,32.51794345262816,35.77571338405843,38.652395801471435,bajo
0,34.910321624465574,36.80369696816267,35.481859619554704,36.014481182091686,36.08018375463033,35.64642947843016,36.32290849857364,35.4736305320954,36.55059129535921,34.77676971319602,34.04070140602791,37.66580024505165,31.78727959772393,32.43245230588538,34.81575794625291,34.147105810814274,34.4892024454822,34.76631650723041,35.057385184058624,36.00734193084753,bajo
0,82.87900128583361,82.03025265902279,80.89555157302941,80.92222237503803,81.99162680674726,81.50594654840792,81.63296903029865,82.72341390005995,82.49238682995,83.00835752041003,13.132499691126842,14.427363000507933,16.631709528801583,16.00990281990714,18.1785069030566,15.954819549689496,18.80996434609246,16.193781741327637,17.238081033058677,14.466716244312442,alto
